%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardShim
%Generated by NeuroBIDS-Flow sample generator
 Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Timestamp, Marker
   570,     -806,     1530,     2389,      590,     1710,     -164,      834,     1282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.226562, 
   571,      812,     1238,      689,      -31,      160,     1735,     2351,     -769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.230469, 
   572,      108,       31,     -206,     1123,      398,     1105,      854,      196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.234375, 
   573,       88,      864,     -157,      252,     1239,      838,      738,      122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.238281, 
   574,      217,     -657,      146,      469,      783,     -117,      480,     -341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.242188, 
   575,      444,      469,     1474,      207,       -7,     -267,      352,     -389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.246094, 
   576,     -573,     -239,     -163,      601,     -664,      282,     -414,     -384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.250000, 
   577,     -173,     -157,     -516,      -28,    -2887,      474,     -440,      229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.253906, 
   578,     -549,     -247,      101,    -1043,    -1534,      692,     -943,      523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.257812, 
   579,    -2184,     -447,      -20,      143,     -841,    -1130,    -1802,      -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.261719, 
   580,     -404,      180,     -328,    -1088,     -965,     -877,     -191,    -1119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.265625, 
   581,    -1160,     -835,     -723,    -1404,     -582,    -2263,    -1699,      -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.269531, 
   582,    -1742,     -767,    -1635,    -1539,     -490,    -2545,     -103,     -152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.273438, 
   583,    -1363,       16,    -1380,    -2449,      639,     -524,    -1702,    -2491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.277344, 
   584,     -670,      466,    -1874,    -1214,    -1322,    -1378,    -2053,      383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.281250, 
   585,     -656,     -699,     -838,     -421,    -1997,    -2012,      261,     -250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.285156, 
   586,      -95,     -871,     -812,    -1441,    -1151,    -1308,    -1878,      -89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.289062, 
   587,      -43,     -646,     -691,      810,      788,     -106,    -2213,    -1217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.292969, 
   588,     -911,      177,       62,    -1628,     -116,      132,    -1444,     1199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.296875, 
   589,    -1888,      -42,     -346,     -431,      773,    -1004,     -330,      505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.300781, 
   590,      388,     -866,       79,     -690,      -69,     1137,     -899,      949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.304688, 
   591,      926,     1256,      176,     1118,      166,       35,     -154,     -331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.308594, 
   592,      531,     1214,      646,     1105,     -482,      852,     -941,      994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.312500, 
   593,     1235,     1562,     1037,      613,      570,      817,     1319,     1063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.316406, 
   594,      197,     1771,      -32,      -84,      877,      861,      993,      613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.320312, 
   595,      662,     1022,     1198,       90,     1477,      266,      -63,     -185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.324219, 
   596,      248,     1041,     1043,     1034,     1242,      849,     -745,      560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.328125, 
   597,     1253,     1461,     1066,      331,     2119,      966,      173,     -161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.332031, 
   598,       47,     -157,      747,      280,      554,      524,     1141,     -147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.335938, 
   599,     1873,      254,      733,      441,      653,      558,     1312,      915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.339844, 
   600,      -42,      254,       15,       17,      283,     1033,      284,       -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.343750, 
   601,      615,      698,      377,    -1094,     -386,     -236,      -61,     -321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.347656, 
   602,     -467,     -500,      629,    -1032,      135,      299,     -290,    -1251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.351562, 
   603,      548,     -827,     -682,    -1226,     -534,     -490,      127,     -668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.355469, 
   604,      332,     -828,     -847,    -1027,      576,      416,      356,     -881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.359375, 
   605,     -914,     -381,     -273,     -636,    -1226,    -1640,     -464,    -1540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.363281, 
   606,     -628,     -858,    -1184,     -779,    -1040,       62,     -717,     -205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.367188, 
   607,      -24,    -1852,    -1361,      -82,    -1713,    -1236,        0,     -236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.371094, 
   608,     -689,    -1734,     -609,    -1837,     -666,      523,      467,    -1396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.375000, 
   609,    -1471,     -762,    -1142,     -648,    -1744,     -561,     -694,     -502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.378906, 
   610,     -716,     -649,       56,    -1291,     -768,     -192,     -367,    -1854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.382812, 
   611,    -1128,     -608,     -939,      699,    -1411,     -734,     -813,     -200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.386719, 
   612,     -351,     -768,    -1002,     -523,    -1112,        4,     -108,      336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.390625, 
   613,     -779,      277,     -254,     -628,     -764,      205,     -616,     -698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.394531, 
   614,      215,      212,      257,      148,      454,     -130,     1136,      311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.398438, 
   615,    -1017,      408,      398,      315,      119,      696,      951,      622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.402344, 
   616,     -362,      639,      752,      135,      308,    -1864,     1681,     2687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.406250, 
   617,       42,     1646,      203,      973,      952,      142,      273,     2654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.410156, 
   618,      616,       36,     1486,     1737,      281,      738,     2136,     1264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.414062, 
   619,     -184,      547,     -280,     1446,     -489,     1167,      964,      672, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.417969, 
   620,      293,      660,      362,      786,      148,     1538,      714,     1291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.421875, 
   621,     1411,     1733,      915,     2081,      697,      719,     1601,     1829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.425781, 
   622,     1441,      588,      371,     1162,      806,      577,      -25,     -163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.429688, 
   623,     -961,      206,      530,        1,     1113,     1323,      537,     -611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.433594, 
   624,      199,      522,      -65,      630,      496,     1366,      226,     -192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.437500, 
   625,     1268,      483,      273,      267,     1095,      909,      398,      838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.441406, 
   626,      466,     1010,      518,     -155,      450,      105,     -411,      605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.445312, 
   627,      263,     -264,     -369,      201,     -954,     1700,     -713,       74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.449219, 
   628,      151,     -688,     -817,    -1488,    -1936,     -173,     -835,      253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.453125, 
   629,    -1074,    -1041,     -740,      645,    -1106,     -285,     -983,     -859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.457031, 
   630,     -464,     -839,      132,     -197,     -515,      487,     -910,    -1127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.460938, 
   631,     -433,      970,      -14,    -1985,     -500,      275,     -229,     -845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.464844, 
   632,     -774,     -589,    -1166,     -443,     -916,     -371,    -2618,      -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.468750, 
   633,    -1155,     -489,     -550,     -594,     -810,    -1496,     -677,     -962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.472656, 
   634,     -915,     -883,     -895,       99,        2,     -807,    -1468,    -1271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.476562, 
   635,    -1587,     -730,       39,      334,     -813,     -475,    -1173,     -839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.480469, 
   636,     -300,     -184,     -583,      557,     -477,      597,    -1629,        2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.484375, 
   637,    -1522,     -181,     -694,     -745,      512,     1420,     -669,     -984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.488281, 
   638,     -920,     -138,      700,       -9,    -1588,     -774,     -726,     -794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.492188, 
   639,      293,     -153,     -783,     -486,      983,      408,     -354,     -534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.496094, 
   640,      249,     -181,      269,      711,    -1662,     -492,      459,      619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.500000, 
   641,      -54,      555,     1187,    -1180,     -284,      186,      762,     -165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.503906, 
   642,     -679,      525,      916,     -386,       94,     -112,     1539,     1052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.507812, 
   643,      609,     2072,      128,      349,     -455,     1760,      408,     -133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.511719, 
   644,      350,     1478,      225,      732,      662,      932,     1441,      864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.515625, 
   645,     1181,      407,      -85,      969,      825,     1056,     1534,     1127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.519531, 
   646,      547,      109,     1889,     1749,     1390,      927,     1238,     2431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.523438, 
   647,     -299,      608,      114,      439,     1350,     1127,     2320,     1880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.527344, 
   648,     -124,       76,     1282,      -63,      920,     1079,      711,      922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.531250, 
   649,      397,      376,     -273,      424,     1434,      224,     1135,      683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.535156, 
   650,      596,     -127,     2239,      116,      956,     -609,     1085,      394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.539062, 
   651,     -449,      111,     -576,      702,      113,     -559,     -115,     -134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.542969, 
   652,     -389,      -92,      147,     1142,      199,     -961,     1316,     1443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.546875, 
   653,      432,        0,      713,      863,     -526,       31,      160,     -423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.550781, 
   654,      431,     -451,     -784,      418,    -1135,     -860,      289,      962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.554688, 
   655,     -321,    -1112,     -128,     -889,     -220,      150,      832,     -388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.558594, 
   656,     -862,      144,     -860,     -779,    -1677,     -509,     -283,     -744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.562500, 
   657,    -1212,     -524,     -534,     -510,     -920,    -2026,     -565,     -816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.566406, 
   658,     -509,    -1236,     -145,    -1388,    -2413,    -1146,     -669,     -212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.570312, 
   659,    -1107,    -1489,    -1182,    -1349,     -847,    -2319,    -1461,    -1681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.574219, 
   660,     -247,    -1849,      139,     -613,    -1352,    -1632,    -1063,     -789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.578125, 
   661,     -130,    -1816,     -546,    -1698,     -401,    -1112,     -880,    -1116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.582031, 
   662,     -379,       48,      653,       78,     -803,    -1288,     -637,     -720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.585938, 
   663,     -820,      145,    -1044,     -755,     -571,      778,      338,     -977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.589844, 
   664,     -571,     -681,     -720,       73,     -254,      213,      184,     -888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.593750, 
   665,    -1177,      842,     -230,       64,     -484,     -294,     -664,      -69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.597656, 
   666,      109,      558,     -669,      986,     -235,     1102,     -108,    -1105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.601562, 
   667,      298,      491,      976,    -1073,      -25,     -299,     1020,     1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.605469, 
   668,     -380,     1122,      492,     1389,      459,      320,     -918,      376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.609375, 
   669,     2286,     1115,      -68,     1531,      326,     1273,      218,      148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.613281, 
   670,     1187,      917,      262,     1003,     1116,       65,     -408,      942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.617188, 
   671,      316,      719,      296,     1230,     -307,     1339,     2164,      362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.621094, 
   672,     2271,      821,     1512,     1293,     -113,     1089,     1053,      964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.625000, 
   673,      519,     -226,     1159,      247,     2119,     1246,      167,      997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.628906, 
   674,     1317,      222,      671,      796,      468,     1966,      398,     1758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.632812, 
   675,      681,     1830,      377,     1220,      -58,      928,     -246,     1023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.636719, 
   676,      137,     -107,      287,     -751,      430,      532,     1494,      -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.640625, 
   677,       20,     -995,     1441,      562,      760,     -758,    -1548,      943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.644531, 
   678,      993,      636,     -127,       88,      459,      170,       33,      850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.648438, 
   679,      399,      -21,      386,      232,     -690,     -510,     -408,     -916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.652344, 
   680,     -477,     -190,     -616,    -1249,     -739,     -478,    -1209,     -835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.656250, 
   681,    -1954,     -684,      550,    -1077,     -802,     -896,     -820,     1116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.660156, 
   682,     -523,     -116,    -1545,    -1664,     -518,     -397,    -1836,     -626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.664062, 
   683,    -1668,      194,     -290,    -1776,     -801,    -1497,      252,     -752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.667969, 
   684,     -525,    -1237,    -1396,     -329,    -1502,     -744,     -786,     -671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.671875, 
   685,    -1368,     -464,      596,    -1284,    -1230,    -1588,     -141,    -1136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.675781, 
   686,    -1246,      -86,     -369,    -1281,    -1015,    -2044,     -981,    -1907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.679688, 
   687,    -1163,    -1123,    -1879,       -3,      259,     -964,      391,    -1437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.683594, 
   688,       95,      423,    -1214,     -820,     -708,     -278,     -303,    -1037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.687500, 
   689,    -1593,      340,       51,      238,     1812,     -929,      607,     -834, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.691406, 
   690,      292,    -1036,      238,     -906,     -383,     -110,      500,     -873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.695312, 
   691,      245,     1085,      406,     -217,    -1114,     -228,      334,    -1200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.699219, 
   692,      183,     -565,      337,     -375,      468,     -462,     1256,     -405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.703125, 
   693,      134,      -25,      221,      803,     1138,      809,     3602,      876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.707031, 
   694,      938,     1071,     1341,      473,      931,      175,      207,     -176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.710938, 
   695,      457,     1451,      172,     1243,      884,     1004,     1014,      276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.714844, 
   696,      546,      913,      883,      950,      592,     -132,      304,     1459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.718750, 
   697,      934,      469,      475,     -414,      700,      983,     1469,       83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.722656, 
   698,     2036,      708,      412,      705,     -679,     1301,     1301,     2611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.726562, 
   699,     -194,      566,      512,     -210,     1397,     1056,     2353,     1132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.730469, 
   700,     1045,     1273,      215,      941,      454,     1308,      723,      521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.734375, 
   701,      459,      282,      923,      927,     1324,      988,     1333,      205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.738281, 
   702,      219,      -69,     -622,      810,       10,      568,     -937,     1149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.742188, 
   703,     -866,     -832,      447,       75,      122,      726,      298,     -357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.746094, 
   704,    -1238,     -459,     -486,    -1155,      778,     -311,     -658,     -331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.750000, 
   705,      -47,     -355,     -255,     -134,      620,       74,       55,      891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.753906, 
   706,    -1326,    -1232,     -586,     -201,       90,     -459,      180,     -571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.757812, 
   707,       37,    -1815,     -979,     -767,    -1900,      597,    -1213,     -742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.761719, 
   708,    -1457,     -118,       38,     -718,    -1633,     -592,     -624,     -954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.765625, 
   709,     -491,    -1532,    -1109,    -2128,     -390,    -1723,    -1351,    -1849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.769531, 
   710,    -1281,    -1773,     -422,     -849,    -1363,     -724,    -1148,      124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.773438, 
   711,    -1292,      179,     -393,     -946,     -824,    -1512,     -912,     -548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.777344, 
   712,    -1414,     -231,     -984,    -1615,     -662,     -312,    -1811,      273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.781250, 
   713,     -387,        7,    -1524,     -326,     -508,     -179,    -1701,     -447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.785156, 
   714,      -38,     -179,    -1111,     -850,    -1227,     -927,     -294,     -479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.789062, 
   715,     -538,      553,      531,     -172,      360,    -1022,    -1137,     -485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.792969, 
   716,      282,      478,      216,      213,     -465,      -24,      397,      583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.796875, 
   717,      113,     -125,      198,      325,      501,     -501,    -1417,     -252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.800781, 
   718,     -577,     -396,      -62,     -581,      179,     -244,      637,      694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.804688, 
   719,      765,     -349,     1674,      254,     1801,      172,      238,      587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.808594, 
   720,      473,      581,       92,     2104,     1647,     1093,      369,      -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.812500, 
   721,     -957,       59,      891,     1734,     2228,     -198,      695,      407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.816406, 
   722,      609,      336,     1209,     1432,     1981,      365,     -253,      723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.820312, 
   723,     -241,      792,       18,     1078,      804,     2504,     1541,      471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.824219, 
   724,       36,     1801,      354,      200,      505,     2174,      519,     1868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.828125, 
   725,      613,     -233,      473,      671,       18,     1592,      217,      629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.832031, 
   726,      600,      670,     1229,      367,      829,      679,     2153,      181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.835938, 
   727,      -78,     -358,      187,      424,      498,      986,      348,     -116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.839844, 
   728,      637,      -89,     -679,     -686,      255,       25,     -144,     -227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.843750, 
   729,       -7,      693,     -959,      709,     -487,    -1746,      811,     -685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.847656, 
   730,     -434,     -719,     -664,    -1952,       92,     -532,      265,    -1024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.851562, 
   731,     -330,     -536,    -1359,      215,     -616,     -677,      593,     -243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.855469, 
   732,      260,     -453,      -32,       39,     -871,     -529,     -186,      246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.859375, 
   733,    -2146,     -233,     -161,      858,     -593,     -379,      267,    -1187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.863281, 
   734,       55,    -1184,     -812,     -984,     -869,      291,      907,     -646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.867188, 
   735,    -1295,      -35,    -1057,    -1230,    -1838,     -859,    -1033,    -1376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.871094, 
   736,    -1415,    -1191,     -394,     -811,    -1421,    -1566,     -842,     -802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.875000, 
   737,    -1120,     -525,     -380,     -474,     -493,     -982,    -1574,    -1639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.878906, 
   738,    -1352,     -884,    -1419,     -817,     -789,     -325,     -164,    -1174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.882812, 
   739,    -1317,     -121,    -1188,    -1412,    -1922,     -694,     -218,    -1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.886719, 
   740,      125,      917,       31,      -68,       25,     -982,      693,     -273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.890625, 
   741,     -133,     -427,      -59,     -241,     -274,      111,       -5,     -717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.894531, 
   742,    -1311,      -34,      384,     -700,     -736,     -791,      134,    -1189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.898438, 
   743,      646,      -95,     -405,     -896,     -254,     -395,      496,     -371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.902344, 
   744,      755,        7,     -103,     2057,      511,      679,      366,      640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.906250, 
   745,     -413,      113,      894,     1141,     -899,       56,      902,      397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.910156, 
   746,      851,      718,      272,     1105,     1012,      493,      902,      664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.914062, 
   747,     1250,      312,     -185,      757,     1496,      844,     1163,     1297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.917969, 
   748,     -188,      386,      440,     1350,     1485,      859,      650,      575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.921875, 
   749,     1079,    -1236,      750,      182,     1662,      238,     1122,     1016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.925781, 
   750,      382,     1764,     1977,      969,      311,     1056,     1067,     2387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.929688, 
   751,     1096,     1835,      169,      895,     1426,      116,      287,      526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.933594, 
   752,      -41,     1020,      544,     -104,      768,     1693,      266,      426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.937500, 
   753,     1102,     -183,     1774,      333,     -157,      134,      -11,      568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.941406, 
   754,       33,     -650,     -536,      -79,      510,      605,     -948,     -507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.945312, 
   755,     -433,    -1070,      422,     -533,      272,      471,     -688,     -633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.949219, 
   756,     -722,      191,     -714,     -599,      796,     -475,      -80,     -569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.953125, 
   757,      146,      408,     -170,    -1585,      363,    -1089,     -230,     -618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.957031, 
   758,    -1101,     -504,      950,       96,    -1079,     -126,     -743,    -1579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.960938, 
   759,      -43,     -179,     -224,      292,     -526,    -1710,    -1778,     -735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.964844, 
   760,     -706,     -550,     -747,    -1471,     -628,    -1701,     -516,     -168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.968750, 
   761,    -1822,    -1409,    -1530,     -147,     -723,     -485,       51,    -2522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.972656, 
   762,     -864,     -204,     -999,     -903,    -1086,    -1016,     -749,     -941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.976562, 
