TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Marker
1741872002.472656,-21.1183,3.3743,-57.7787,-22.1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.476562,-8.5647,-50.9883,-37.9183,-27.0120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.480469,-22.8016,1.2227,-42.5711,-31.4243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.484375,-17.0264,7.4748,-11.2983,-11.8955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.488281,12.0711,-7.4079,-1.2915,-10.1196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.492188,8.8294,0.7544,23.5011,-10.7481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.496094,-14.0385,-27.2737,41.7662,5.1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.500000,-8.7577,-6.1594,5.2535,0.4741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.503906,-2.8983,11.4192,-1.2347,8.1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.507812,-6.3623,15.4353,7.2334,23.3902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.511719,6.0341,20.9842,7.6194,31.0997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.515625,15.4611,22.2153,57.1270,33.0130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.519531,7.6101,19.5266,-16.7536,14.6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.523438,27.6586,1.6599,50.6591,33.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.527344,-5.5400,24.8438,12.5736,28.1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.531250,0.2679,0.9137,19.5983,31.8343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.535156,25.1788,9.8200,-15.5844,50.4044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.539062,40.2138,32.5822,35.5102,15.7716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.542969,11.1994,-16.0591,27.2736,14.1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.546875,-9.8449,0.8039,-5.9498,-0.4054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.550781,-18.9264,10.7938,21.8091,-1.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.554688,-12.6227,2.5868,13.6394,-14.4680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.558594,7.6599,-6.7543,-13.0505,-26.2691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.562500,-7.2900,-25.1626,-40.3503,-44.7406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.566406,-36.3235,1.8945,-16.5348,-30.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.570312,-14.0317,-37.8266,-0.3405,-32.2945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.574219,1.5227,-9.6040,-31.3149,-25.6553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.578125,-1.6172,-17.0341,-1.8486,-33.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.582031,2.4566,-29.3021,-30.3227,-8.8828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.585938,-2.6199,-20.4608,-17.0690,-18.7597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.589844,-30.1023,16.2979,-24.1552,-7.6539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.593750,-18.5728,-23.8941,-7.4564,0.2938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.597656,24.4256,-28.0662,6.2786,11.3804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.601562,-1.8746,-6.3424,22.3797,10.5969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.605469,-20.5201,14.1222,4.9238,-11.7449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.609375,21.2489,33.5106,-18.0455,19.6819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.613281,31.5808,16.0291,17.7727,16.3576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.617188,17.0014,-6.2207,6.0007,35.7274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.621094,27.9194,21.1068,6.9306,18.9050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.625000,7.5357,32.7976,13.5515,37.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.628906,12.0822,23.8547,19.5727,22.5087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.632812,-10.1408,24.3992,3.2293,22.5282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.636719,-2.1842,-14.1608,15.5398,28.6924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.640625,31.5613,-10.1213,9.6079,11.2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.644531,-44.2201,3.4928,8.5133,20.6653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.648438,-5.1474,17.6652,9.0305,-14.5747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.652344,-12.2222,-16.0573,-41.1517,10.9543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.656250,0.0756,-5.7708,-17.5030,-19.9296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.660156,-44.9373,-10.4435,-16.8660,3.1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.664062,-27.7083,-31.8971,-20.4634,-55.8458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.667969,-27.4273,-29.6444,-30.8869,-39.4103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.671875,-13.7506,-20.2073,-27.7478,-13.6840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.675781,-20.0132,-25.3526,-9.0601,-14.7233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.679688,-43.5561,-6.4069,-7.7566,-19.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.683594,-21.5219,-22.7521,-10.9363,-4.4590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.687500,-24.8403,0.1274,-22.3627,0.3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.691406,-2.1742,-14.5535,10.3760,26.8636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.695312,-8.2196,-4.1684,14.4832,-7.3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.699219,26.5724,12.3424,24.6635,11.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.703125,-4.7648,3.5862,1.3721,-13.1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.707031,1.2150,3.3414,72.1378,-5.3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.710938,5.7070,12.6502,24.9127,-6.1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.714844,13.9269,30.2211,13.1371,7.2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.718750,31.5738,23.9218,61.8939,14.3068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.722656,13.3023,-12.2340,37.8411,27.8121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.726562,13.7961,8.8964,28.7448,17.6962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.730469,23.6927,7.6350,28.3198,31.9844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.734375,1.6512,24.5992,39.2553,30.7988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.738281,21.8659,-16.3387,19.3146,8.9298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.742188,2.5509,12.4160,-15.6395,3.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.746094,-10.0006,13.0818,4.1241,-20.4661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.750000,-28.9366,8.1930,11.8202,-9.0597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.753906,-22.6905,-7.4296,-8.3699,-16.3140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.757812,-13.6991,-34.8384,-28.0083,-18.6259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.761719,-15.7902,-18.2625,-18.6616,-15.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.765625,-21.6078,4.7623,-9.0930,-3.4970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.769531,-41.4431,-28.1832,-5.7150,-8.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.773438,-23.1682,12.7215,-43.0148,2.3815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.777344,-42.8332,-7.3703,-44.2230,-5.8469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.781250,-36.9608,-20.0575,-26.3061,-18.7956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.785156,1.0642,-11.8265,-33.4389,3.8917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.789062,-13.6275,-5.9845,-28.2599,-24.9503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.792969,-0.9624,-15.9496,-19.2908,13.7633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.796875,18.4570,-8.7543,1.1693,-8.6952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.800781,1.0105,32.2712,-17.7206,-28.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.804688,21.0386,29.4846,-17.2784,17.9266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.808594,16.7667,5.7731,-5.8692,7.9300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.812500,3.8100,3.4016,-13.0265,32.2631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.816406,15.1707,-6.0734,14.1178,30.2733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.820312,7.7360,51.8432,17.6565,1.2357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.824219,28.6760,35.3603,32.7663,38.0350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.828125,33.7624,37.9942,2.1861,-14.9299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.832031,-3.5600,9.2912,19.2255,17.5264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.835938,0.8560,5.4016,20.6803,28.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.839844,4.9038,-3.0566,-10.1872,-12.3899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.843750,-6.3811,-41.0539,13.0010,30.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.847656,-2.4697,-11.5731,9.7868,-3.7698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.851562,1.5969,1.4459,0.0630,-4.9651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.855469,10.7511,-4.3145,-21.1123,3.1850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.859375,-20.3345,-21.4930,-6.5594,-11.3092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.863281,-24.5095,-5.9061,-37.6993,-39.6627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.867188,-13.1795,-28.3702,-5.6331,-69.1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.871094,-20.9747,-8.1790,-0.6142,-35.4503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.875000,-43.8427,-8.6276,-15.2418,-32.8085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.878906,-32.4603,-6.7215,8.0390,-31.2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.882812,-22.7034,-15.8197,-19.8346,-22.9411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.886719,-2.7069,-26.0732,-17.6708,-51.7311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.890625,6.1976,-27.7889,-7.6256,-21.8114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.894531,-21.8558,-37.9132,34.2633,9.7045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.898438,-12.6568,10.8174,0.0037,22.6451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.902344,16.7083,-20.9517,40.3015,1.3281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.906250,1.4470,6.9257,11.1165,27.2992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.910156,17.8084,16.3005,2.5321,-18.0664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.914062,12.8775,0.2909,46.0631,27.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.917969,18.5298,16.7971,20.6805,42.8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.921875,13.0326,24.6297,13.5371,32.9029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.925781,36.0019,15.7537,29.7516,23.5114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.929688,-5.2033,25.5779,33.3092,-16.9526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.933594,9.8158,9.7010,2.6125,45.8330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.937500,27.8381,8.9193,20.7166,41.7392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.941406,5.2087,-4.3143,-1.0077,17.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.945312,2.0528,2.3735,-17.5218,20.9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.949219,13.2076,-0.3754,-18.7195,-5.2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.953125,0.9073,-19.1703,-30.7988,0.1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.957031,2.0978,-3.4059,-16.5332,-4.1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.960938,3.4225,-50.7594,-20.3360,-22.2852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.964844,-39.3013,-0.6581,-7.4226,-37.2140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.968750,-26.6214,-40.2482,-13.2098,-13.8466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.972656,-33.0890,-4.3384,-32.6780,0.4938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.976562,-15.6601,-10.4001,-28.5587,-8.2778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.980469,-3.5238,-3.0989,-33.1297,-19.5553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.984375,-54.1245,-32.6640,-18.2734,-17.1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.988281,-36.9112,-15.3627,-18.7194,-11.5359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.992188,-40.0733,-3.7004,-9.3460,-45.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872002.996094,-17.2791,2.9988,17.6886,-6.1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.000000,0.9754,14.0741,24.5323,-1.2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.003906,29.3676,16.0462,-1.5678,-9.8132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.007812,-10.1528,17.8401,25.0150,30.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.011719,49.1210,21.8598,28.0283,23.5473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.015625,23.9660,27.6621,13.9023,-15.8676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.019531,26.3863,19.5760,46.0893,29.7045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.023438,29.3807,37.1824,4.2190,46.7004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.027344,-3.0461,18.3565,42.6831,18.4993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.031250,7.6233,-7.5123,23.6241,10.4716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.035156,-1.5863,33.8132,6.9017,3.5353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.039062,19.7682,18.5203,16.7279,20.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.042969,-7.8542,4.9432,43.3120,2.6604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.046875,-2.2597,4.1358,47.8558,-14.3249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.050781,-13.9534,20.1319,-6.7499,25.8663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.054688,12.7104,-5.7225,-0.9294,-1.5530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.058594,-22.1769,11.2457,-8.1252,-18.3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.062500,-33.1824,-8.0896,-10.0545,9.4607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.066406,-12.1741,-23.3219,10.9655,-15.7950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.070312,-21.9755,-39.1678,-21.9367,-25.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.074219,-0.4511,-18.6225,-29.3706,-21.5609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.078125,-16.1698,0.4469,-24.7303,-33.1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.082031,-14.7871,-25.9090,-20.1619,-26.3841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.085938,-2.7849,-8.9567,-4.0501,-13.2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.089844,-5.2648,12.3637,-11.0713,6.6311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.093750,4.1503,-32.8223,0.3560,-22.4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.097656,7.6995,4.5404,10.0348,0.2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.101562,-2.9497,11.7796,-6.1029,-25.8455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.105469,-11.3601,13.4940,0.9366,9.3722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.109375,8.1942,-13.2118,12.8646,34.1018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.113281,-15.7929,4.4125,-0.8235,12.1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.117188,5.7554,-12.9798,11.2188,7.0429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.121094,12.2965,-0.0493,27.6350,10.6652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.125000,37.9157,32.5967,13.7821,27.6913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.128906,15.2064,14.0206,30.2499,21.9126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.132812,41.6813,29.1505,-4.3436,14.3034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.136719,19.3253,25.2099,11.7475,28.3891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.140625,-16.1354,-7.0571,12.0287,2.6251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.144531,20.9911,7.8044,4.3428,25.1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.148438,14.5847,-23.3766,-8.6847,3.2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.152344,-31.0912,-0.3348,-30.1288,13.3558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.156250,0.3550,-2.7053,4.9986,11.5197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.160156,7.0728,-16.5347,-35.8674,-34.5260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.164062,-50.0106,-41.6298,-36.8487,-10.2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.167969,-36.3133,-41.0051,-9.2058,-35.2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.171875,-7.0630,18.2796,-23.4725,-40.5306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.175781,-23.9381,-10.5179,-14.6394,-19.3361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.179688,2.1836,-22.8103,-33.7746,-11.4266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.183594,-3.4414,-1.9006,-6.8649,-38.4046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.187500,-1.8149,9.0814,5.4662,-9.4238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.191406,7.3538,9.2503,-25.6833,-24.0721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.195312,-17.8222,-7.1902,6.7199,-6.7883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.199219,-5.3061,-4.4189,21.7748,33.6777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.203125,33.3763,17.3691,-6.6671,-5.3307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.207031,3.4463,6.4154,20.1185,-14.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.210938,29.0354,31.8459,22.5533,6.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.214844,12.7415,18.6350,29.9643,6.1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.218750,6.2875,30.9265,22.1741,5.8566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.222656,3.9046,35.5470,4.7639,12.7358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.226562,26.7400,0.2021,19.6634,9.7313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.230469,36.5593,20.4233,14.9872,-6.6836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.234375,21.7965,32.9199,18.8006,22.7750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.238281,14.7909,0.1111,33.3602,27.9016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.242188,-10.4642,-0.2235,-12.3466,-0.1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.246094,2.0826,21.3208,18.5037,7.5020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.250000,-0.1178,21.3243,24.5456,-31.7673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.253906,-20.8201,-59.2160,17.6607,-4.6089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.257812,-5.5229,7.1730,13.3653,21.5723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.261719,-26.1344,-49.4464,-15.4479,2.2876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.265625,-24.5779,-18.4128,-21.1421,-9.1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.269531,-8.9287,-40.0972,-52.0857,-13.0511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.273438,2.7703,-28.2102,-29.6795,-16.9087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.277344,1.9767,-17.9091,-9.5465,-5.2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.281250,-21.1318,-9.8401,-46.6483,5.6083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.285156,-8.0180,6.3891,-35.7977,-14.8472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.289062,-3.0673,-31.5784,-17.7460,7.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.292969,1.1809,10.2806,-39.8370,-12.8406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.296875,-1.5647,-6.4692,17.2872,-3.5811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.300781,20.8735,-1.2517,3.9586,-10.0733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.304688,-3.0143,32.8443,5.6227,12.3176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.308594,-6.6270,24.2768,17.5915,13.9402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.312500,19.4065,-9.9905,4.7888,20.6721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.316406,12.1200,16.7591,17.6876,20.4943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.320312,47.1634,8.3324,1.4720,26.8587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.324219,11.8720,13.4699,-17.0827,46.3936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872003.328125,33.6065,17.2604,17.5706,24.2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
